,prices,car_names,cv,fuel,trasmission,date,location,type_seller,km,calender,etat
868,Prix : 55 000 DT,GOLF 7 CUP BOIT AUTO,5 CV,Essence,Automatique,11 Août 2018,Ariana Ville,particulier,59000 Km,03-2014,Excellent
869,Prix : 60 000 DT,Superbe BMW 116d (1.6 diesel) importée en Mars 2018,6 CV,Diesel,Manuelle,9 Août 2018,Ariana Ville,particulier,76723 Km,12-2013,Excellent
870,Prix : 53 000 DT,Mini one,4 CV,Essence,Manuelle,9 Août 2018,La Soukra,particulier,59000 Km,01-2015,D'origine
871,Prix : 68 000 DT,Mercedes Classe E 320 CDI V6,14 CV,Diesel,Automatique,9 Août 2018,Hammamet,particulier,220000 Km,08-2008,Excellent
872,Prix : 129 000 DT,C180 kit AMG,8 CV,Essence,Automatique,5 Août 2018,La Soukra,particulier,69000 Km,10-2014,D'origine
873,Prix : 105 000 DT,Range Rover evoque,15 CV,Essence,Automatique,3 Août 2018,Le Bardo,particulier,100000 Km,2012,Très bon
874,Prix : 48 000 DT,Mercedes Benz C 200 Avantgarde,10 CV,Diesel,Manuelle,3 Août 2018,Bizerte Nord,particulier,177000 Km,2007,Très bon
875,Prix : 31 500 DT,Audi A3,6 CV,Diesel,Manuelle,3 Août 2018,Tunis,particulier,150000 Km,2013,Très bon
876,Prix : 215 000 DT,JOLIE PORSCHE CAYENNE,21 CV,Essence,Automatique,3 Août 2018,Nabeul,particulier,140000 Km,04-2012,D'origine
877,Prix : 24 900 DT,Peugeot 207 cc,7 CV,Essence,Manuelle,30 Juil. 2018,Ariana Ville,particulier,69000 Km,2009,Très bon
878,Prix : 10 500 DT,BMW 325 d,7 CV,Diesel,Manuelle,30 Juil. 2018,Megrine,particulier,410000 Km,1993,Bon
879,Prix : 14 900 DT,Ford fiesta,5 CV,Essence,Manuelle,30 Juil. 2018,Monastir,particulier,181000 Km,2004,Très bon
880,Prix : 14 500 DT,Chevrolet optra,6 CV,Essence,Manuelle,27 Juil. 2018,Kairouan Sud,particulier,300000 Km,04-2008,Très bon
881,Prix : 65 000 DT,A vendre Mercedes E 200 CGI Finition avant garde,11 CV,Essence,Automatique,27 Juil. 2018,Tunis,particulier,160000 Km,11-2009,Très bon
882,Prix : 50 000 DT,Mazda CX9,20 CV,Essence,Manuelle,25 Juil. 2018,Mahdia,particulier,170000 Km,2012,Très bon
883,Prix : 22 500 DT,Citroen C4,6 CV,Essence,Manuelle,25 Juil. 2018,Korba,particulier,250000 Km,2010,Très bon
884,Prix : 21 000 DT,Renault Clio 3,5 CV,Essence,Manuelle,25 Juil. 2018,Le Kef Est,particulier,166000 Km,2010,Très bon
885,Prix : 52 000 DT,Partnert unique,5 CV,Diesel,Manuelle,25 Juil. 2018,Gaafour,particulier,55000 Km,06-2015,D'origine
886,Prix : 21 500 DT,C4 coupé,7 CV,Essence,Manuelle,25 Juil. 2018,El Mourouj,particulier,213000 Km,07-2007,Excellent
887,Prix : 30 500 DT,Citroen C4 E-HDI,6 CV,Diesel,Manuelle,22 Juil. 2018,Sousse Ville,particulier,150000 Km,2012,Très bon
888,Prix : 25 500 DT,Dacia Sandero,5 CV,Essence,Manuelle,22 Juil. 2018,Ariana Ville,particulier,150000 Km,2015,Très bon
889,Prix : 22 800 DT,Peugeot 301,5 CV,Essence,Manuelle,22 Juil. 2018,Ariana Ville,particulier,68500 Km,2015,Très bon
890,Prix : 62 000 DT,Une classe C200 CDI restylée,7 CV,Diesel,Manuelle,19 Juil. 2018,Nabeul,particulier,177000 Km,08-2012,Excellent
891,Prix : 35 000 DT,BELLE TOYOTA YARIS COUPEE,5 CV,Essence,Manuelle,18 Juil. 2018,El Menzah,particulier,27000 Km,11-2015,Très bon
892,Prix : 21 700 DT,Polo 7,4 CV,Essence,Manuelle,16 Juil. 2018,Ben Arous,particulier,160000 Km,2011,Très bon
893,Prix : 13 000 DT,Polo 5,4 CV,Essence,Manuelle,16 Juil. 2018,Menzel Bourguiba,particulier,150144 Km,2002,Très bon
894,Prix : 23 500 DT,Citroën C3,5 CV,Essence,Manuelle,16 Juil. 2018,Ariana Ville,particulier,109000 Km,2012,Très bon
895,Prix : 24 200 DT,Ford fiesta Titanium,5 CV,Essence,Manuelle,15 Juil. 2018,Tunis,particulier,100000 Km,2010,Très bon
896,Prix : 40 000 DT,Seat Leon 1.2 TSI BVA,6 CV,Essence,Automatique,15 Juil. 2018,Les Berges Du Lac,particulier,83000 Km,07-2013,Excellent
897,Prix : 35 000 DT,VW Jetta,6 CV,Diesel,Automatique,15 Juil. 2018,Sousse Riadh,particulier,297000 Km,03-2009,Excellent
898,Prix : 16 600 DT,Fiat Punto 3,6 CV,Diesel,Manuelle,10 Juil. 2018,Hammam Sousse,particulier,164000 Km,2009,Très bon
899,Prix : 68 500 DT,Mercedes-Benz class A 180,6 CV,Diesel,Manuelle,10 Juil. 2018,Nabeul,particulier,84000 Km,2014,Très bon
900,Prix : 18 300 DT,Audi A4,7 CV,Essence,Manuelle,10 Juil. 2018,Mannouba,particulier,350000 Km,2004,Très bon
901,Prix : 18 000 DT,Audi TT,11 CV,Essence,Manuelle,9 Juil. 2018,Sousse Jaouhara,particulier,200000 Km,1999,Très bon
902,Prix : 19 000 DT,Citroen C3,4 CV,Essence,Manuelle,9 Juil. 2018,Medenine Nord,particulier,167000 Km,2008,Très bon
903,Prix : 36 000 DT,BMW 525 e60,10 CV,Diesel,Automatique,9 Juil. 2018,Soliman,particulier,260000 Km,2007,Très bon
904,Prix : 15 500 DT,Volkswagen Polo,4 CV,Essence,Manuelle,8 Juil. 2018,Hammamet,particulier,170700 Km,2004,Très bon
905,Prix : 33 500 DT,Polo Sedan,5 CV,Essence,Manuelle,8 Juil. 2018,Zaghouan,particulier,122178 Km,2015,Très bon
906,Prix : 13 800 DT,Fiat Punto,5 CV,Essence,Manuelle,8 Juil. 2018,Mateur,particulier,240000 Km,2007,Très bon
907,Prix : 34 300 DT,Polo 8 smartline,4 CV,Essence,Manuelle,6 Juil. 2018,Mannouba,particulier,12300 Km,01-2015,Excellent
908,Prix : 31 500 DT,A vendre une Clio 4 dynamique,5 CV,Essence,Manuelle,6 Juil. 2018,La Marsa,professionnel,88000 Km,10-2013,Excellent
909,Prix : 50 000 DT,citroën berlingo multispace (shine) 1ére main presque neuf importé d'Allemagne,6 CV,Diesel,Manuelle,6 Juil. 2018,Le Bardo,particulier,70824 Km,2014,D'origine
910,Prix : 15 600 DT,VENDS POLO 5,5 CV,Essence,Manuelle,6 Juil. 2018,La Marsa,particulier,99 Km,12-2005,Excellent
911,Prix : 23 500 DT,Fiat grande punto,5 CV,Essence,Manuelle,29 Juin 2018,Rades,particulier,117000 Km,2012,Très bon
912,Prix : 38 500 DT,Mazda 2,6 CV,Essence,Manuelle,29 Juin 2018,Sfax Ville,particulier,69000 Km,2015,Très bon
913,Prix : 70 000 DT,Mercedes-Benz class A 180,5 CV,Diesel,Manuelle,29 Juin 2018,Monastir,particulier,90000 Km,2013,Très bon
914,Prix : 34 800 DT,Seat ibiza TDI dans l'emballage,4 CV,Diesel,Manuelle,28 Juin 2018,Sousse Riadh,particulier,1200 Km,06-2018,Neuf
915,Prix : 24 000 DT,Citroen C3,5 CV,Essence,Manuelle,28 Juin 2018,Ariana Ville,particulier,135000 Km,2010,Très bon
916,Prix : 17 000 DT,Fiat Panda,4 CV,Essence,Manuelle,28 Juin 2018,El Mourouj,particulier,179000 Km,2006,Très bon
917,Prix : 25 500 DT,POLO 7,4 CV,Essence,Manuelle,28 Juin 2018,Mannouba,particulier,143500 Km,2011,Très bon
918,Prix : 54 000 DT,Kia sportage,11 CV,Diesel,Automatique,28 Juin 2018,Le Bardo,particulier,170000 Km,2012,Très bon
919,Prix : 122 000 DT,BMW série 4 420i,10 CV,Essence,Automatique,28 Juin 2018,Carthage,particulier,39000 Km,01-2015,Excellent
920,Prix : 24 500 DT,Polo 7,5 CV,Essence,Manuelle,27 Juin 2018,El Menzah,particulier,80000 Km,2013,Très bon
921,Prix : 21 500 DT,Peugeot 301,5 CV,Essence,Manuelle,26 Juin 2018,Sousse Ville,particulier,88000 Km,2015,Très bon
922,Prix : 19 200 DT,Citroen C1,4 CV,Essence,Manuelle,26 Juin 2018,Bizerte Nord,particulier,111000 Km,2011,Très bon
923,Prix : 13 800 DT,Fiat Punto,5 CV,Essence,Manuelle,26 Juin 2018,Le Bardo,particulier,150000 Km,2009,Très bon
924,Prix : 22 000 DT,Peugeot 308,8 CV,Essence,Manuelle,26 Juin 2018,Le Bardo,particulier,150000 Km,2008,Très bon
925,Prix : 18 000 DT,Dame vend une belle twingo noire,5 CV,Essence,Pilotée,25 Juin 2018,Bab Bhar,particulier,71000 Km,04-2005,Très bon
926,Prix : 13 800 DT,Polo 5,4 CV,Essence,Manuelle,25 Juin 2018,Sousse Jaouhara,particulier,292000 Km,05-2002,Très bon
927,Prix : 11 000 DT,Megane 2 1.5 dci,5 CV,Diesel,Manuelle,25 Juin 2018,Fouchana,particulier,185000 Km,2004,Très bon
928,Prix : 65 000 DT,GOLF 7 SMARTLINE,6 CV,Essence,Manuelle,25 Juin 2018,La Marsa,particulier,13000 Km,06-2017,D'origine
929,Prix : 30 500 DT,Kia Rio,5 CV,Essence,Manuelle,20 Juin 2018,Bizerte Sud,particulier,161000 Km,2015,Très bon
930,Prix : 16 200 DT,Polo 6,4 CV,Essence,Manuelle,20 Juin 2018,La Soukra,particulier,106000 Km,12-2007,Très bon
931,Prix : 19 000 DT,Kia rio a vendre ou échange,6 CV,Essence,Manuelle,20 Juin 2018,El Mourouj,particulier,252000 Km,12-2011,Très bon
932,Prix : 31 500 DT,Seat EXEO,7 CV,Essence,Manuelle,20 Juin 2018,El Mourouj,particulier,65000 Km,03-2012,Excellent
933,Prix : 58 500 DT,Nissan juke tekna,6 CV,Essence,Manuelle,19 Juin 2018,Tunis,particulier,46000 Km,2016,Très bon
934,Prix : 15 800 DT,Opel Astra,5 CV,Essence,Manuelle,19 Juin 2018,Tunis,particulier,196000 Km,2003,Très bon
935,Prix : 25 000 DT,Citroen C3,5 CV,Essence,Manuelle,19 Juin 2018,Ariana Ville,particulier,90000 Km,2014,Très bon
936,Prix : 28 300 DT,Hyundai grand i 10,5 CV,Electrique,Manuelle,19 Juin 2018,Sfax Est,particulier,95000 Km,2014,Très bon
937,Prix : 26 000 DT,Volkswagen Polo 7,5 CV,Essence,Manuelle,18 Juin 2018,Ezzahra,particulier,77600 Km,2014,Très bon
938,Prix : 21 900 DT,Hyundai I10,4 CV,Essence,Manuelle,18 Juin 2018,Ariana Ville,particulier,116000 Km,2012,Très bon
939,Prix : 16 000 DT,Belle clio campus,6 CV,Diesel,Manuelle,18 Juin 2018,Mateur,particulier,156000 Km,01-2007,Excellent
940,Prix : 37 500 DT,Audi A4 B8,8 CV,Diesel,Manuelle,16 Juin 2018,Zaghouan,particulier,165000 Km,2010,Très bon
941,Prix : 23 500 DT,Peugeot 301,5 CV,Essence,Manuelle,16 Juin 2018,Ariana Ville,particulier,67250 Km,2015,Très bon
942,Prix : 44 000 DT,Mercedes CLC,9 CV,Essence,Manuelle,16 Juin 2018,Tunis,particulier,153000 Km,2011,Très bon
943,Prix : 51 000 DT,BMW série 1 5p 116i urban trade,5 CV,Essence,Manuelle,16 Juin 2018,La Soukra,particulier,86000 Km,02-2012,Très bon
944,Prix : 42 500 DT,Nissan qashqai,6 CV,Diesel,Manuelle,14 Juin 2018,Jemmal,particulier,190000 Km,07-2012,Très bon
945,Prix : 10 500 DT,A vendre wv vento SDI,6 CV,Diesel,Manuelle,14 Juin 2018,Gafsa Sud,particulier,215000 Km,08-1997,Bon
946,Prix : 30 500 DT,FORD FIESTA TITANIUM PLUS 1.25L,5 CV,Essence,Manuelle,12 Juin 2018,Ariana Ville,particulier,96000 Km,02-2015,D'origine
947,Prix : 58 000 DT,Mercedes E200 CGI,11 CV,Essence,Automatique,12 Juin 2018,Sousse Ville,particulier,224000 Km,02-2010,D'origine
948,Prix : 33 000 DT,Seat EXEO,7 CV,Essence,Manuelle,11 Juin 2018,Ben Arous,particulier,65000 Km,03-2012,Excellent
949,Prix : 80 000 DT,une très belle A180 kit AMG,7 CV,Essence,Automatique,11 Juin 2018,La Soukra,particulier,36000 Km,10-2013,D'origine
950,Prix : 42 000 DT,Golf 7 1.2 TSi,6 CV,Essence,Manuelle,10 Juin 2018,Mnihla,particulier,97000 Km,06-2013,Excellent
951,Prix : 31 900 DT,Peugeot 208ehdi,5 CV,Diesel,Manuelle,6 Juin 2018,Nabeul,particulier,91000 Km,2014,Très bon
952,Prix : 44 000 DT,Golf 7,5 CV,Essence,Manuelle,6 Juin 2018,Ben Arous,particulier,150000 Km,2013,Très bon
953,Prix : 24 500 DT,Fiat 500,4 CV,Essence,Manuelle,6 Juin 2018,Ezzahra,particulier,108000 Km,2010,Très bon
954,Prix : 43 850 DT,DS 3 1.2 L VTI 82 BE,5 CV,Essence,Manuelle,5 Juin 2018,Les Berges Du Lac,particulier,28850 Km,11-2015,Excellent
955,Prix : 35 000 DT,Mercedes-Benz E 220 CDI AVANTGARDE (W211),9 CV,Diesel,Automatique,5 Juin 2018,Tunis,particulier,188000 Km,12-2004,Excellent
956,Prix : 24 000 DT,Citroen Nemo,6 CV,Diesel,Manuelle,1 Juin 2018,Ezzahra,particulier,118000 Km,06-2015,Très bon
957,Prix : 9 000 DT,206 PEUGEOT,4 CV,Essence,Manuelle,1 Juin 2018,Sousse Ville,particulier,220000 Km,12-2004,Bon
958,Prix : 19 000 DT,Symbol 19000 dt,5 CV,Essence,Manuelle,1 Juin 2018,La Soukra,particulier,114000 Km,06-2010,Excellent
959,Prix : 33 000 DT,Seat EXEO,7 CV,Essence,Manuelle,30 Mai 2018,El Mourouj,particulier,65000 Km,04-2012,Très bon
960,Prix : 17 000 DT,Clio 5,4 CV,Essence,Manuelle,30 Mai 2018,Sousse Ville,particulier,162 Km,01-2005,Très bon
961,Prix : 30 000 DT,Jaguar X-Type,,Diesel,Manuelle,29 Mai 2018,El Mourouj,particulier,250000 Km,2004,Très bon
962,Prix : 45 000 DT,Kia Sorento,12 CV,Diesel,Manuelle,29 Mai 2018,Ben Arous,particulier,175000 Km,2011,Très bon
963,Prix : 39 000 DT,Citroen ds4,7 CV,Essence,Manuelle,29 Mai 2018,La Marsa,particulier,80000 Km,2014,Très bon
964,Prix : 20 900 DT,Peugeot Partner,6 CV,Essence,Manuelle,29 Mai 2018,Msaken,particulier,143000 Km,2011,Très bon
965,Prix : 33 000 DT,Seat EXEO,7 CV,Essence,Manuelle,28 Mai 2018,El Mourouj,particulier,65000 Km,04-2012,D'origine
966,Prix : 59 000 DT,Mercedes E200 CGI,11 CV,Essence,Automatique,28 Mai 2018,Sousse Ville,particulier,224000 Km,01-2010,D'origine
967,Prix : 24 000 DT,Citroën Nemo pack Business tt options,6 CV,Diesel,Manuelle,27 Mai 2018,Ezzahra,particulier,118000 Km,06-2015,Excellent
968,Prix : 40 500 DT,Mazda 2 hb 2016,6 CV,Essence,Manuelle,27 Mai 2018,Beni Khalled,professionnel,33500 Km,04-2016,Neuf
969,Prix : 59 000 DT,Mercedes E200 CGI,11 CV,Essence,Automatique,24 Mai 2018,Sousse Jaouhara,particulier,224000 Km,2010,Très bon
970,Prix : 22 000 DT,Ford Fiesta,5 CV,Essence,Manuelle,24 Mai 2018,Tunis,particulier,140000 Km,2009,Très bon
971,Prix : 13 500 DT,FIAT PUNTO,5 CV,Essence,Manuelle,24 Mai 2018,Ariana Ville,particulier,220000 Km,2003,Très bon
972,Prix : 33 000 DT,Citroen C5 E-HDI,6 CV,Diesel,Manuelle,24 Mai 2018,Hammamet,particulier,16000 Km,2011,
973,Prix : 8 200 DT,Fiat punto 1 essence 7 cheveaux,7 CV,Essence,Manuelle,24 Mai 2018,Sidi Bouzid Ouest,particulier,370000 Km,03-1994,Bon
974,Prix : 28 500 DT,Ford fiesta,5 CV,Essence,Manuelle,22 Mai 2018,Kelibia,particulier,88000 Km,2014,Très bon
975,Prix : 31 200 DT,Renault Clio Dynamique,5 CV,Essence,Manuelle,22 Mai 2018,El Mourouj,particulier,87000 Km,2014,Très bon
976,Prix : 43 000 DT,Peugeot 308,5 CV,Essence,Manuelle,22 Mai 2018,Sousse Ville,particulier,39000 Km,08-2015,Excellent
977,Prix : 33 000 DT,Seat EXEO,7 CV,Essence,Manuelle,22 Mai 2018,El Mourouj,particulier,65000 Km,03-2012,Excellent
978,Prix : 23 000 DT,Peugeot 308,6 CV,Essence,Manuelle,19 Mai 2018,Le Bardo,particulier,145 Km,2010,Très bon
979,Prix : 38 500 DT,Mazda 2,6 CV,Essence,Manuelle,19 Mai 2018,Tunis,particulier,80000 Km,2016,Très bon
980,Prix : 13 500 DT,307 HDI,4 CV,Diesel,Manuelle,19 Mai 2018,Rades,particulier,298000 Km,04-2002,Bon
